term_id,coefficient,has_rva,Model,Dataset,Fold_number,fold_id
Term384,1.0,RVA12873,Model2,Data1,1,Fold1
Term385,1.0,RVA12870,Model2,Data1,1,Fold1
Term386,1.0,RVA12879,Model2,Data1,1,Fold1
Term387,1.0,RVA12879,Model2,Data1,1,Fold1
Term388,1.0,RVA12872,Model2,Data1,1,Fold1
Term389,1.0,RVA12854,Model2,Data1,1,Fold1
Term389,1.0,RVA724,Model2,Data1,1,Fold1
Term390,1.0,RVA12879,Model2,Data1,1,Fold1
Term391,1.0,RVA12894,Model2,Data1,1,Fold1
Term392,1.0,RVA12875,Model2,Data1,1,Fold1
Term393,1.0,RVA12690,Model2,Data1,1,Fold1
Term394,1.0,RVA12899,Model2,Data1,1,Fold1
Term395,1.0,RVA12871,Model2,Data1,1,Fold1
Term396,1.0,RVA12718,Model2,Data1,1,Fold1
Term396,1.0,RVA5710,Model2,Data1,1,Fold1
Term397,1.0,RVA12898,Model2,Data1,1,Fold1
Term398,1.0,RVA12891,Model2,Data1,1,Fold1
Term398,1.0,RVA844,Model2,Data1,1,Fold1
Term399,1.0,RVA12896,Model2,Data1,1,Fold1
Term400,1.0,RVA12719,Model2,Data1,1,Fold1
Term400,1.0,RVA8350,Model2,Data1,1,Fold1
Term401,1.0,RVA12923,Model2,Data1,1,Fold1
Term401,1.0,RVA9560,Model2,Data1,1,Fold1
Term402,1.0,RVA12921,Model2,Data1,1,Fold1
Term403,1.0,RVA12922,Model2,Data1,1,Fold1
Term403,1.0,RVA754,Model2,Data1,1,Fold1
Term404,1.0,RVA12928,Model2,Data1,1,Fold1
Term405,1.0,RVA12876,Model2,Data1,1,Fold1
Term406,1.0,RVA12922,Model2,Data1,1,Fold1
Term406,1.0,RVA844,Model2,Data1,1,Fold1
Term407,1.0,RVA12925,Model2,Data1,1,Fold1
Term408,1.0,RVA12874,Model2,Data1,1,Fold1
Term408,1.0,RVA773,Model2,Data1,1,Fold1
Term409,1.0,RVA12943,Model2,Data1,1,Fold1
Term409,1.0,RVA8356,Model2,Data1,1,Fold1
Term410,1.0,RVA12939,Model2,Data1,1,Fold1
Term411,1.0,RVA12922,Model2,Data1,1,Fold1
Term411,1.0,RVA845,Model2,Data1,1,Fold1
Term412,1.0,RVA12942,Model2,Data1,1,Fold1
Term413,1.0,RVA12939,Model2,Data1,1,Fold1
Term414,1.0,RVA12939,Model2,Data1,1,Fold1
Term414,1.0,RVA9558,Model2,Data1,1,Fold1
Term415,1.0,RVA12939,Model2,Data1,1,Fold1
Term416,1.0,RVA12950,Model2,Data1,1,Fold1
Term416,1.0,RVA844,Model2,Data1,1,Fold1
Term417,1.0,RVA12950,Model2,Data1,1,Fold1
Term418,1.0,RVA12944,Model2,Data1,1,Fold1
Term419,1.0,RVA12950,Model2,Data1,1,Fold1
Term420,1.0,RVA12938,Model2,Data1,1,Fold1
Term420,1.0,RVA5710,Model2,Data1,1,Fold1
Term421,1.0,RVA12950,Model2,Data1,1,Fold1
Term421,1.0,RVA778,Model2,Data1,1,Fold1
Term422,1.0,RVA12924,Model2,Data1,1,Fold1
Term423,1.0,RVA12950,Model2,Data1,1,Fold1
Term423,1.0,RVA5710,Model2,Data1,1,Fold1
Term424,1.0,RVA12950,Model2,Data1,1,Fold1
Term425,1.0,RVA12948,Model2,Data1,1,Fold1
Term426,1.0,RVA12892,Model2,Data1,1,Fold1
Term426,1.0,RVA773,Model2,Data1,1,Fold1
Term427,1.0,RVA12948,Model2,Data1,1,Fold1
Term428,1.0,RVA12970,Model2,Data1,1,Fold1
Term429,1.0,RVA12966,Model2,Data1,1,Fold1
Term430,1.0,RVA12969,Model2,Data1,1,Fold1
Term431,1.0,RVA12967,Model2,Data1,1,Fold1
Term431,1.0,RVA9558,Model2,Data1,1,Fold1
Term432,1.0,RVA12980,Model2,Data1,1,Fold1
Term433,1.0,RVA12996,Model2,Data1,1,Fold1
Term434,1.0,RVA12980,Model2,Data1,1,Fold1
Term434,1.0,RVA773,Model2,Data1,1,Fold1
Term435,1.0,RVA12980,Model2,Data1,1,Fold1
Term436,1.0,RVA12967,Model2,Data1,1,Fold1
Term436,1.0,RVA8368,Model2,Data1,1,Fold1
Term437,1.0,RVA13002,Model2,Data1,1,Fold1
Term437,1.0,RVA844,Model2,Data1,1,Fold1
Term438,1.0,RVA13001,Model2,Data1,1,Fold1
Term439,1.0,RVA12950,Model2,Data1,1,Fold1
Term439,1.0,RVA848,Model2,Data1,1,Fold1
Term440,1.0,RVA12922,Model2,Data1,1,Fold1
Term440,1.0,RVA9557,Model2,Data1,1,Fold1
Term441,1.0,RVA13004,Model2,Data1,1,Fold1
Term442,1.0,RVA12997,Model2,Data1,1,Fold1
Term443,1.0,RVA13000,Model2,Data1,1,Fold1
Term443,1.0,RVA5710,Model2,Data1,1,Fold1
Term444,1.0,RVA12997,Model2,Data1,1,Fold1
Term445,1.0,RVA12997,Model2,Data1,1,Fold1
Term445,1.0,RVA5710,Model2,Data1,1,Fold1
Term446,1.0,RVA12922,Model2,Data1,1,Fold1
Term446,1.0,RVA848,Model2,Data1,1,Fold1
Term447,1.0,RVA12997,Model2,Data1,1,Fold1
Term447,1.0,RVA8405,Model2,Data1,1,Fold1
Term448,1.0,RVA12997,Model2,Data1,1,Fold1
Term449,1.0,RVA13020,Model2,Data1,1,Fold1
Term450,1.0,RVA13078,Model2,Data1,1,Fold1
Term451,1.0,RVA12997,Model2,Data1,1,Fold1
Term452,1.0,RVA13041,Model2,Data1,1,Fold1
Term453,1.0,RVA13077,Model2,Data1,1,Fold1
Term454,1.0,RVA13077,Model2,Data1,1,Fold1
Term455,1.0,RVA13040,Model2,Data1,1,Fold1
Term455,1.0,RVA5710,Model2,Data1,1,Fold1
Term456,1.0,RVA12999,Model2,Data1,1,Fold1
Term457,1.0,RVA13083,Model2,Data1,1,Fold1
Term458,1.0,RVA13080,Model2,Data1,1,Fold1
Term459,1.0,RVA13085,Model2,Data1,1,Fold1
Term459,1.0,RVA5710,Model2,Data1,1,Fold1
Term460,1.0,RVA12123,Model2,Data1,1,Fold1
Term461,1.0,RVA12128,Model2,Data1,1,Fold1
Term462,1.0,RVA12124,Model2,Data1,1,Fold1
Term463,1.0,RVA12129,Model2,Data1,1,Fold1
Term464,1.0,RVA12127,Model2,Data1,1,Fold1
Term465,1.0,RVA12130,Model2,Data1,1,Fold1
Term466,1.0,RVA12977,Model2,Data1,1,Fold1
Term467,1.0,RVA12293,Model2,Data1,1,Fold1
Term468,1.0,RVA12127,Model2,Data1,1,Fold1
Term468,1.0,RVA8355,Model2,Data1,1,Fold1
Term469,1.0,RVA12127,Model2,Data1,1,Fold1
Term470,1.0,RVA12301,Model2,Data1,1,Fold1
Term471,1.0,RVA12300,Model2,Data1,1,Fold1
Term472,1.0,RVA12294,Model2,Data1,1,Fold1
Term472,1.0,RVA773,Model2,Data1,1,Fold1
Term473,1.0,RVA12296,Model2,Data1,1,Fold1
Term474,1.0,RVA12295,Model2,Data1,1,Fold1
Term475,1.0,RVA12297,Model2,Data1,1,Fold1
Term476,1.0,RVA12298,Model2,Data1,1,Fold1
Term477,1.0,RVA12314,Model2,Data1,1,Fold1
Term478,1.0,RVA12315,Model2,Data1,1,Fold1
Term479,1.0,RVA12313,Model2,Data1,1,Fold1
Term479,1.0,RVA845,Model2,Data1,1,Fold1
Term480,1.0,RVA12322,Model2,Data1,1,Fold1
Term481,1.0,RVA12972,Model2,Data1,1,Fold1
Term481,1.0,RVA724,Model2,Data1,1,Fold1
Term482,1.0,RVA12313,Model2,Data1,1,Fold1
Term482,1.0,RVA844,Model2,Data1,1,Fold1
Term483,1.0,RVA12320,Model2,Data1,1,Fold1
Term484,1.0,RVA12316,Model2,Data1,1,Fold1
Term485,1.0,RVA12335,Model2,Data1,1,Fold1
Term486,1.0,RVA12321,Model2,Data1,1,Fold1
Term487,1.0,RVA12340,Model2,Data1,1,Fold1
Term488,1.0,RVA12333,Model2,Data1,1,Fold1
Term489,1.0,RVA12340,Model2,Data1,1,Fold1
Term490,1.0,RVA12340,Model2,Data1,1,Fold1
Term490,1.0,RVA8405,Model2,Data1,1,Fold1
Term491,1.0,RVA13081,Model2,Data1,1,Fold1
Term491,1.0,RVA848,Model2,Data1,1,Fold1
Term492,1.0,RVA12366,Model2,Data1,1,Fold1
Term492,1.0,RVA5710,Model2,Data1,1,Fold1
Term493,1.0,RVA12364,Model2,Data1,1,Fold1
Term494,1.0,RVA13084,Model2,Data1,1,Fold1
Term495,1.0,RVA12368,Model2,Data1,1,Fold1
Term496,1.0,RVA12385,Model2,Data1,1,Fold1
Term497,1.0,RVA12368,Model2,Data1,1,Fold1
Term498,1.0,RVA12371,Model2,Data1,1,Fold1
Term498,1.0,RVA8356,Model2,Data1,1,Fold1
Term499,1.0,RVA12387,Model2,Data1,1,Fold1
Term500,1.0,RVA12394,Model2,Data1,1,Fold1
Term501,1.0,RVA12415,Model2,Data1,1,Fold1
Term502,1.0,RVA12397,Model2,Data1,1,Fold1
Term503,1.0,RVA12413,Model2,Data1,1,Fold1
Term504,1.0,RVA12413,Model2,Data1,1,Fold1
Term505,1.0,RVA13077,Model2,Data1,1,Fold1
Term506,1.0,RVA12413,Model2,Data1,1,Fold1
Term506,1.0,RVA5710,Model2,Data1,1,Fold1
Term507,1.0,RVA12383,Model2,Data1,1,Fold1
Term508,1.0,RVA12449,Model2,Data1,1,Fold1
Term509,1.0,RVA12413,Model2,Data1,1,Fold1
Term510,1.0,RVA12449,Model2,Data1,1,Fold1
Term511,1.0,RVA12449,Model2,Data1,1,Fold1
Term511,1.0,RVA803,Model2,Data1,1,Fold1
Term512,1.0,RVA12386,Model2,Data1,1,Fold1
Term513,1.0,RVA12449,Model2,Data1,1,Fold1
Term514,1.0,RVA12366,Model2,Data1,1,Fold1
Term515,1.0,RVA12489,Model2,Data1,1,Fold1
Term516,1.0,RVA12486,Model2,Data1,1,Fold1
Term516,1.0,RVA8356,Model2,Data1,1,Fold1
Term517,1.0,RVA12366,Model2,Data1,1,Fold1
Term518,1.0,RVA12483,Model2,Data1,1,Fold1
Term518,1.0,RVA5710,Model2,Data1,1,Fold1
Term519,1.0,RVA12483,Model2,Data1,1,Fold1
Term520,1.0,RVA12446,Model2,Data1,1,Fold1
Term521,1.0,RVA12524,Model2,Data1,1,Fold1
Term521,1.0,RVA5710,Model2,Data1,1,Fold1
Term522,1.0,RVA12523,Model2,Data1,1,Fold1
Term523,1.0,RVA12530,Model2,Data1,1,Fold1
Term523,1.0,RVA754,Model2,Data1,1,Fold1
Term524,1.0,RVA12526,Model2,Data1,1,Fold1
Term525,1.0,RVA12447,Model2,Data1,1,Fold1
Term526,1.0,RVA12565,Model2,Data1,1,Fold1
Term527,1.0,RVA12449,Model2,Data1,1,Fold1
Term528,1.0,RVA12565,Model2,Data1,1,Fold1
Term529,1.0,RVA12444,Model2,Data1,1,Fold1
Term530,1.0,RVA12564,Model2,Data1,1,Fold1
Term531,1.0,RVA12447,Model2,Data1,1,Fold1
Term532,1.0,RVA12564,Model2,Data1,1,Fold1
Term533,1.0,RVA12571,Model2,Data1,1,Fold1
Term533,1.0,RVA8356,Model2,Data1,1,Fold1
Term534,1.0,RVA12564,Model2,Data1,1,Fold1
Term535,1.0,RVA12568,Model2,Data1,1,Fold1
Term536,1.0,RVA12569,Model2,Data1,1,Fold1
Term537,1.0,RVA12529,Model2,Data1,1,Fold1
Term538,1.0,RVA12567,Model2,Data1,1,Fold1
Term538,1.0,RVA8356,Model2,Data1,1,Fold1
Term539,1.0,RVA12566,Model2,Data1,1,Fold1
Term539,1.0,RVA5710,Model2,Data1,1,Fold1
Term540,1.0,RVA12483,Model2,Data1,1,Fold1
Term541,1.0,RVA11787,Model2,Data1,1,Fold1
Term542,1.0,RVA11787,Model2,Data1,1,Fold1
Term543,1.0,RVA11767,Model2,Data1,1,Fold1
Term544,1.0,RVA11787,Model2,Data1,1,Fold1
Term544,1.0,RVA5710,Model2,Data1,1,Fold1
Term545,1.0,RVA12464,Model2,Data1,1,Fold1
Term545,1.0,RVA8350,Model2,Data1,1,Fold1
Term546,1.0,RVA11779,Model2,Data1,1,Fold1
Term547,1.0,RVA11785,Model2,Data1,1,Fold1
Term547,1.0,RVA9558,Model2,Data1,1,Fold1
Term548,1.0,RVA11775,Model2,Data1,1,Fold1
Term548,1.0,RVA778,Model2,Data1,1,Fold1
Term549,1.0,RVA11789,Model2,Data1,1,Fold1
Term549,1.0,RVA724,Model2,Data1,1,Fold1
Term550,1.0,RVA12487,Model2,Data1,1,Fold1
Term551,1.0,RVA11791,Model2,Data1,1,Fold1
Term551,1.0,RVA8356,Model2,Data1,1,Fold1
Term552,1.0,RVA11790,Model2,Data1,1,Fold1
Term553,1.0,RVA11796,Model2,Data1,1,Fold1
Term554,1.0,RVA11796,Model2,Data1,1,Fold1
Term555,1.0,RVA11773,Model2,Data1,1,Fold1
Term555,1.0,RVA8356,Model2,Data1,1,Fold1
Term556,1.0,RVA11826,Model2,Data1,1,Fold1
Term557,1.0,RVA11824,Model2,Data1,1,Fold1
Term558,1.0,RVA11824,Model2,Data1,1,Fold1
Term559,1.0,RVA11824,Model2,Data1,1,Fold1
Term559,1.0,RVA9558,Model2,Data1,1,Fold1
Term560,1.0,RVA11822,Model2,Data1,1,Fold1
Term561,1.0,RVA11820,Model2,Data1,1,Fold1
Term562,1.0,RVA11844,Model2,Data1,1,Fold1
Term563,1.0,RVA11781,Model2,Data1,1,Fold1
Term564,1.0,RVA11816,Model2,Data1,1,Fold1
Term565,1.0,RVA11853,Model2,Data1,1,Fold1
Term566,1.0,RVA11842,Model2,Data1,1,Fold1
Term567,1.0,RVA11818,Model2,Data1,1,Fold1
Term567,1.0,RVA5710,Model2,Data1,1,Fold1
Term568,1.0,RVA12446,Model2,Data1,1,Fold1
Term568,1.0,RVA9558,Model2,Data1,1,Fold1
Term569,1.0,RVA11864,Model2,Data1,1,Fold1
Term570,1.0,RVA11851,Model2,Data1,1,Fold1
Term570,1.0,RVA844,Model2,Data1,1,Fold1
Term571,1.0,RVA11849,Model2,Data1,1,Fold1
Term572,1.0,RVA11862,Model2,Data1,1,Fold1
Term573,1.0,RVA11843,Model2,Data1,1,Fold1
Term574,1.0,RVA11866,Model2,Data1,1,Fold1
Term575,1.0,RVA11867,Model2,Data1,1,Fold1
Term575,1.0,RVA773,Model2,Data1,1,Fold1
Term576,1.0,RVA11862,Model2,Data1,1,Fold1
Term576,1.0,RVA5710,Model2,Data1,1,Fold1
Term577,1.0,RVA11809,Model2,Data1,1,Fold1
Term578,1.0,RVA11884,Model2,Data1,1,Fold1
Term579,1.0,RVA11885,Model2,Data1,1,Fold1
Term580,1.0,RVA11881,Model2,Data1,1,Fold1
Term581,1.0,RVA11882,Model2,Data1,1,Fold1
Term582,1.0,RVA11891,Model2,Data1,1,Fold1
Term582,1.0,RVA8356,Model2,Data1,1,Fold1
Term583,1.0,RVA11890,Model2,Data1,1,Fold1
Term584,1.0,RVA11906,Model2,Data1,1,Fold1
Term585,1.0,RVA11802,Model2,Data1,1,Fold1
Term585,1.0,RVA5710,Model2,Data1,1,Fold1
Term586,1.0,RVA11889,Model2,Data1,1,Fold1
Term587,1.0,RVA11887,Model2,Data1,1,Fold1
Term587,1.0,RVA8350,Model2,Data1,1,Fold1
Term588,1.0,RVA11867,Model2,Data1,1,Fold1
Term588,1.0,RVA778,Model2,Data1,1,Fold1
Term589,1.0,RVA11907,Model2,Data1,1,Fold1
Term590,1.0,RVA11904,Model2,Data1,1,Fold1
Term591,1.0,RVA11903,Model2,Data1,1,Fold1
Term592,1.0,RVA11916,Model2,Data1,1,Fold1
Term593,1.0,RVA11902,Model2,Data1,1,Fold1
Term594,1.0,RVA11939,Model2,Data1,1,Fold1
Term595,1.0,RVA11886,Model2,Data1,1,Fold1
Term595,1.0,RVA5710,Model2,Data1,1,Fold1
Term596,1.0,RVA11910,Model2,Data1,1,Fold1
Term597,1.0,RVA11851,Model2,Data1,1,Fold1
Term597,1.0,RVA845,Model2,Data1,1,Fold1
Term598,1.0,RVA11937,Model2,Data1,1,Fold1
Term599,1.0,RVA11937,Model2,Data1,1,Fold1
Term599,1.0,RVA9558,Model2,Data1,1,Fold1
Term600,1.0,RVA11936,Model2,Data1,1,Fold1
Term601,1.0,RVA11938,Model2,Data1,1,Fold1
Term601,1.0,RVA773,Model2,Data1,1,Fold1
Term602,1.0,RVA11935,Model2,Data1,1,Fold1
Term602,1.0,RVA9558,Model2,Data1,1,Fold1
Term603,1.0,RVA11932,Model2,Data1,1,Fold1
Term604,1.0,RVA11941,Model2,Data1,1,Fold1
Term605,1.0,RVA11860,Model2,Data1,1,Fold1
Term606,1.0,RVA11962,Model2,Data1,1,Fold1
Term606,1.0,RVA8368,Model2,Data1,1,Fold1
Term607,1.0,RVA11967,Model2,Data1,1,Fold1
Term607,1.0,RVA5710,Model2,Data1,1,Fold1
Term608,1.0,RVA11967,Model2,Data1,1,Fold1
Term609,1.0,RVA11980,Model2,Data1,1,Fold1
Term610,1.0,RVA11855,Model2,Data1,1,Fold1
Term610,1.0,RVA9557,Model2,Data1,1,Fold1
Term611,1.0,RVA11965,Model2,Data1,1,Fold1
Term612,1.0,RVA11997,Model2,Data1,1,Fold1
Term613,1.0,RVA11992,Model2,Data1,1,Fold1
Term613,1.0,RVA778,Model2,Data1,1,Fold1
Term614,1.0,RVA11997,Model2,Data1,1,Fold1
Term615,1.0,RVA12001,Model2,Data1,1,Fold1
Term616,1.0,RVA11997,Model2,Data1,1,Fold1
Term616,1.0,RVA8411,Model2,Data1,1,Fold1
Term617,1.0,RVA11997,Model2,Data1,1,Fold1
Term618,1.0,RVA11151,Model2,Data1,1,Fold1
Term619,1.0,RVA11150,Model2,Data1,1,Fold1
Term620,1.0,RVA11146,Model2,Data1,1,Fold1
Term621,1.0,RVA11933,Model2,Data1,1,Fold1
Term622,1.0,RVA11149,Model2,Data1,1,Fold1
Term623,1.0,RVA11154,Model2,Data1,1,Fold1
Term624,1.0,RVA11164,Model2,Data1,1,Fold1
Term624,1.0,RVA9558,Model2,Data1,1,Fold1
Term625,1.0,RVA11147,Model2,Data1,1,Fold1
Term625,1.0,RVA5710,Model2,Data1,1,Fold1
Term626,1.0,RVA11934,Model2,Data1,1,Fold1
Term626,1.0,RVA8356,Model2,Data1,1,Fold1
Term627,1.0,RVA11163,Model2,Data1,1,Fold1
Term628,1.0,RVA11165,Model2,Data1,1,Fold1
Term629,1.0,RVA11162,Model2,Data1,1,Fold1
Term630,1.0,RVA11157,Model2,Data1,1,Fold1
Term631,1.0,RVA11181,Model2,Data1,1,Fold1
Term632,1.0,RVA11159,Model2,Data1,1,Fold1
Term632,1.0,RVA5710,Model2,Data1,1,Fold1
Term633,1.0,RVA11166,Model2,Data1,1,Fold1
Term633,1.0,RVA8356,Model2,Data1,1,Fold1
Term634,1.0,RVA11906,Model2,Data1,1,Fold1
Term634,1.0,RVA9558,Model2,Data1,1,Fold1
Term635,1.0,RVA11170,Model2,Data1,1,Fold1
Term636,1.0,RVA11172,Model2,Data1,1,Fold1
Term636,1.0,RVA777,Model2,Data1,1,Fold1
Term637,1.0,RVA11179,Model2,Data1,1,Fold1
Term637,1.0,RVA847,Model2,Data1,1,Fold1
Term638,1.0,RVA11193,Model2,Data1,1,Fold1
Term639,1.0,RVA11174,Model2,Data1,1,Fold1
Term640,1.0,RVA11193,Model2,Data1,1,Fold1
Term641,1.0,RVA11193,Model2,Data1,1,Fold1
Term642,1.0,RVA11193,Model2,Data1,1,Fold1
Term643,1.0,RVA11178,Model2,Data1,1,Fold1
Term643,1.0,RVA846,Model2,Data1,1,Fold1
Term644,1.0,RVA11195,Model2,Data1,1,Fold1
Term644,1.0,RVA5710,Model2,Data1,1,Fold1
Term645,1.0,RVA11193,Model2,Data1,1,Fold1
Term646,1.0,RVA11207,Model2,Data1,1,Fold1
Term647,1.0,RVA11206,Model2,Data1,1,Fold1
Term648,1.0,RVA11202,Model2,Data1,1,Fold1
Term649,1.0,RVA11163,Model2,Data1,1,Fold1
Term650,1.0,RVA11202,Model2,Data1,1,Fold1
Term651,1.0,RVA11200,Model2,Data1,1,Fold1
Term652,1.0,RVA11214,Model2,Data1,1,Fold1
Term653,1.0,RVA11152,Model2,Data1,1,Fold1
Term653,1.0,RVA5710,Model2,Data1,1,Fold1
Term654,1.0,RVA11202,Model2,Data1,1,Fold1
Term655,1.0,RVA11200,Model2,Data1,1,Fold1
Term656,1.0,RVA11230,Model2,Data1,1,Fold1
Term657,1.0,RVA11151,Model2,Data1,1,Fold1
Term657,1.0,RVA756,Model2,Data1,1,Fold1
Term658,1.0,RVA11230,Model2,Data1,1,Fold1
Term659,1.0,RVA11202,Model2,Data1,1,Fold1
Term659,1.0,RVA5710,Model2,Data1,1,Fold1
Term660,1.0,RVA11261,Model2,Data1,1,Fold1
Term661,1.0,RVA11245,Model2,Data1,1,Fold1
Term661,1.0,RVA9557,Model2,Data1,1,Fold1
Term662,1.0,RVA11222,Model2,Data1,1,Fold1
Term662,1.0,RVA5710,Model2,Data1,1,Fold1
Term663,1.0,RVA11257,Model2,Data1,1,Fold1
Term664,1.0,RVA11255,Model2,Data1,1,Fold1
Term665,1.0,RVA11245,Model2,Data1,1,Fold1
Term665,1.0,RVA844,Model2,Data1,1,Fold1
Term666,1.0,RVA11244,Model2,Data1,1,Fold1
Term667,1.0,RVA11253,Model2,Data1,1,Fold1
Term667,1.0,RVA846,Model2,Data1,1,Fold1
Term668,1.0,RVA11259,Model2,Data1,1,Fold1
Term668,1.0,RVA8355,Model2,Data1,1,Fold1
Term669,1.0,RVA11274,Model2,Data1,1,Fold1
Term670,1.0,RVA11275,Model2,Data1,1,Fold1
Term671,1.0,RVA11277,Model2,Data1,1,Fold1
Term672,1.0,RVA11273,Model2,Data1,1,Fold1
Term673,1.0,RVA11287,Model2,Data1,1,Fold1
Term674,1.0,RVA11287,Model2,Data1,1,Fold1
Term675,1.0,RVA11287,Model2,Data1,1,Fold1
Term676,1.0,RVA11195,Model2,Data1,1,Fold1
Term677,1.0,RVA11282,Model2,Data1,1,Fold1
Term678,1.0,RVA11287,Model2,Data1,1,Fold1
Term679,1.0,RVA11282,Model2,Data1,1,Fold1
Term679,1.0,RVA9560,Model2,Data1,1,Fold1
Term680,1.0,RVA11282,Model2,Data1,1,Fold1
Term680,1.0,RVA8405,Model2,Data1,1,Fold1
Term681,1.0,RVA11282,Model2,Data1,1,Fold1
Term682,1.0,RVA11284,Model2,Data1,1,Fold1
Term683,1.0,RVA11276,Model2,Data1,1,Fold1
Term683,1.0,RVA778,Model2,Data1,1,Fold1
Term684,1.0,RVA11307,Model2,Data1,1,Fold1
Term684,1.0,RVA724,Model2,Data1,1,Fold1
Term685,1.0,RVA11281,Model2,Data1,1,Fold1
Term686,1.0,RVA11308,Model2,Data1,1,Fold1
Term687,1.0,RVA11312,Model2,Data1,1,Fold1
Term688,1.0,RVA11309,Model2,Data1,1,Fold1
Term689,1.0,RVA11313,Model2,Data1,1,Fold1
Term690,1.0,RVA11310,Model2,Data1,1,Fold1
Term690,1.0,RVA724,Model2,Data1,1,Fold1
Term691,1.0,RVA11341,Model2,Data1,1,Fold1
Term692,1.0,RVA11335,Model2,Data1,1,Fold1
Term693,1.0,RVA11340,Model2,Data1,1,Fold1
Term694,1.0,RVA11335,Model2,Data1,1,Fold1
Term695,1.0,RVA11348,Model2,Data1,1,Fold1
Term696,1.0,RVA11335,Model2,Data1,1,Fold1
Term696,1.0,RVA8350,Model2,Data1,1,Fold1
Term697,1.0,RVA11373,Model2,Data1,1,Fold1
Term698,1.0,RVA11351,Model2,Data1,1,Fold1
Term699,1.0,RVA11367,Model2,Data1,1,Fold1
Term700,1.0,RVA11371,Model2,Data1,1,Fold1
Term701,1.0,RVA11282,Model2,Data1,1,Fold1
Term702,1.0,RVA11379,Model2,Data1,1,Fold1
Term702,1.0,RVA8356,Model2,Data1,1,Fold1
Term703,1.0,RVA6502,Model2,Data1,1,Fold1
Term704,1.0,RVA6508,Model2,Data1,1,Fold1
Term705,1.0,RVA6504,Model2,Data1,1,Fold1
Term705,1.0,RVA723,Model2,Data1,1,Fold1
Term706,1.0,RVA6504,Model2,Data1,1,Fold1
Term706,1.0,RVA846,Model2,Data1,1,Fold1
Term707,1.0,RVA6507,Model2,Data1,1,Fold1
Term707,1.0,RVA5710,Model2,Data1,1,Fold1
Term708,1.0,RVA6502,Model2,Data1,1,Fold1
Term708,1.0,RVA8355,Model2,Data1,1,Fold1
Term709,1.0,RVA6501,Model2,Data1,1,Fold1
Term710,1.0,RVA6515,Model2,Data1,1,Fold1
Term710,1.0,RVA803,Model2,Data1,1,Fold1
Term711,1.0,RVA6516,Model2,Data1,1,Fold1
Term712,1.0,RVA11282,Model2,Data1,1,Fold1
Term712,1.0,RVA8356,Model2,Data1,1,Fold1
Term713,1.0,RVA6518,Model2,Data1,1,Fold1
Term714,1.0,RVA6514,Model2,Data1,1,Fold1
Term715,1.0,RVA6513,Model2,Data1,1,Fold1
Term716,1.0,RVA6506,Model2,Data1,1,Fold1
Term717,1.0,RVA6517,Model2,Data1,1,Fold1
Term717,1.0,RVA778,Model2,Data1,1,Fold1
Term718,1.0,RVA6510,Model2,Data1,1,Fold1
Term718,1.0,RVA846,Model2,Data1,1,Fold1
Term719,1.0,RVA6519,Model2,Data1,1,Fold1
Term719,1.0,RVA845,Model2,Data1,1,Fold1
Term720,1.0,RVA6511,Model2,Data1,1,Fold1
Term721,1.0,RVA6522,Model2,Data1,1,Fold1
Term722,1.0,RVA11368,Model2,Data1,1,Fold1
Term723,1.0,RVA6528,Model2,Data1,1,Fold1
Term723,1.0,RVA5710,Model2,Data1,1,Fold1
Term724,1.0,RVA6524,Model2,Data1,1,Fold1
Term724,1.0,RVA724,Model2,Data1,1,Fold1
Term725,1.0,RVA6526,Model2,Data1,1,Fold1
Term726,1.0,RVA11367,Model2,Data1,1,Fold1
Term726,1.0,RVA8405,Model2,Data1,1,Fold1
Term727,1.0,RVA6534,Model2,Data1,1,Fold1
Term727,1.0,RVA9558,Model2,Data1,1,Fold1
Term728,1.0,RVA6532,Model2,Data1,1,Fold1
Term729,1.0,RVA6534,Model2,Data1,1,Fold1
Term730,1.0,RVA11338,Model2,Data1,1,Fold1
Term730,1.0,RVA756,Model2,Data1,1,Fold1
Term731,1.0,RVA6521,Model2,Data1,1,Fold1
Term731,1.0,RVA9560,Model2,Data1,1,Fold1
Term732,1.0,RVA6540,Model2,Data1,1,Fold1
Term733,1.0,RVA6544,Model2,Data1,1,Fold1
Term734,1.0,RVA6541,Model2,Data1,1,Fold1
Term735,1.0,RVA6543,Model2,Data1,1,Fold1
Term736,1.0,RVA6540,Model2,Data1,1,Fold1
Term736,1.0,RVA5710,Model2,Data1,1,Fold1
Term737,1.0,RVA6546,Model2,Data1,1,Fold1
Term738,1.0,RVA6546,Model2,Data1,1,Fold1
Term739,1.0,RVA6546,Model2,Data1,1,Fold1
Term740,1.0,RVA6545,Model2,Data1,1,Fold1
Term741,1.0,RVA6548,Model2,Data1,1,Fold1
Term742,1.0,RVA6547,Model2,Data1,1,Fold1
Term743,1.0,RVA6551,Model2,Data1,1,Fold1
Term744,1.0,RVA6520,Model2,Data1,1,Fold1
Term745,1.0,RVA6551,Model2,Data1,1,Fold1
Term745,1.0,RVA8405,Model2,Data1,1,Fold1
Term746,1.0,RVA6552,Model2,Data1,1,Fold1
Term747,1.0,RVA6552,Model2,Data1,1,Fold1
Term747,1.0,RVA8357,Model2,Data1,1,Fold1
Term748,1.0,RVA6552,Model2,Data1,1,Fold1
Term749,1.0,RVA6520,Model2,Data1,1,Fold1
Term750,1.0,RVA6557,Model2,Data1,1,Fold1
